,index,text,retweetCount,polarityScore,sentiment
4248,4249,"<ed><U+00A0><U+00BD><ed><U+00B9><U+008A> The Truth About YouTube Demonetization, AdSense Boycott &amp; Censorship https://t.co/7XrSZBOBGB",0,-2,
4249,4250,"<ed><U+00A0><U+00BD><ed><U+00B9><U+008A> The Truth About YouTube Demonetization, AdSense Boycott &amp; Censorship https://t.co/ycfVTlwSl8",0,-2,
4250,4251,"<ed><U+00A0><U+00BD><ed><U+00B9><U+008A> The Truth About #YouTube Demonetization, #AdSense Boycott &amp; Censorship. #Google #news #US  #UK #media #EU  https://t.co/a4kJh0AVPk",0,-2,
4251,4252,The latest The Demonetization Daily! https://t.co/yvM7ytOmlq Thanks to @rilrihahco1986 @trunils @OnmanoramaLive #india #cashless,0,2,
4252,4253,India Oil Demand Shrinks for Third Month Amid Demonetization Drag,0,-2,
4253,4254,India Oil Demand Shrinks for Third Month Amid Demonetization Drag - Oil Industry News - Oil and Gas News https://t.co/1qAWchy3qd,0,-2,
4254,4255,"@evanspiegel Rspctd sir, wtevr ur Co's annual turnover, we threw out money in d dranaige at d tym of demonetization.
Hope u got ur answer",0,2,
4255,4256,#GujaratWelcomesPMModi where are the media folks who said Angry diamond city will hurt bjp for demonetization.,0,-4,
4256,4257,@BJP4India @narendramodi @AmitShah @arunjaitley I am proud of Mr. Narendra modi for demonetization,0,2,
4257,4258,"""Out Of Cash"" - More Than 90% Of India ATMs Run Dry | Zero Hedge https://t.co/irsYkxBvzw #demonetization",0,0,
4258,4259,ATMs in India Are out of Cash After Govt Demonetization Drive https://t.co/mFyvAnIqm3,0,0,
4259,4260,@PChidambaram_IN @arunjaitley where r those Harvard educated folks who predicted doom for the economy after demonet https://t.co/Rin8mRuFcz,0,-2,
4260,4261,"The Truth About YouTube Demonetization, AdSense Boycott &amp; Censorship https://t.co/33TeNpFSiE #PleaseDonate #HelpAlternativeMedia #freespeech",0,-2,
4261,4262,"It is a way, method of demonetization of whites. The media never misses an opportunity or stops when people call th https://t.co/fTqsyYVPo1",0,1,
4262,4263,"<ed><U+00A0><U+00BD><ed><U+00B9><U+008A> The Truth About YouTube Demonetization, AdSense Boycott &amp; Censorship https://t.co/33TeNpFSiE #censorship #fakenews #youtubesucks #unfair",0,-4,
4263,4264,@Timcast I'm writing an article regarding the YouTube demonetization and I would appreciate a comment or your thoughts if possible.,0,2,
4264,4265,"You know you need a break when you keep reading ""demonization"" instead of ""demonetization"" &amp;mess up alphabetical order of your bibliography",0,-2,
4265,4266,#AsiaSociety State Bank of India Chief Recounts Being 'Pushed Off the Deep End' by Demonetization. Read Blog: https://t.co/UPEbPCKi45,0,0,
4266,4267,ATMs in India Are out of Cash After Govt Demonetization Drive https://t.co/chlWqfQnVS,0,0,
4267,4268,"<ed><U+00A0><U+00BD><ed><U+00B9><U+008A> The Truth About YouTube Demonetization, AdSense Boycott &amp; Censorship https://t.co/8QUSERDN9w",0,-2,
4268,4269,"<ed><U+00A0><U+00BD><ed><U+00B9><U+008A> The Truth About YouTube Demonetization, AdSense Boycott &amp; Censorship https://t.co/MtHCuM6hpH via @YouTube",0,-2,
4269,4270,Another video hit with demonetization.....leave my channel alone YouTube! I'm not going anywhere!,0,-3,
4270,4271,The Demonetization of YouTube is Fast Underway; Dissidents Will Be Silenced | Zero Hedge https://t.co/AkIXVyJn0b,0,0,
4271,4272,"Google, YouTube waging demonetization WAR on alternative media to bankrupt independent journalism https://t.co/Rkta5GfKxt",0,-5,
4272,4273,Demonetization should be considered as the first major blow on corruption and its perpetrators in our nation. @narendramodi @PMOIndia,0,-5,
4273,4274,What! Demonetization did not solve all our problems. See told ya total failure. https://t.co/PDnqYKwNmp,0,-3,
4274,4275,Support @jimmy_dore at the link. Youtube is trying to force out independent media by demonetization.  Get on board.. https://t.co/aeeLXWWZZi,0,2,
4275,4276,@ZeeBusiness @RBI demonetization will be a loss for india in multi-multi trillions?unlimited loss yes unlimited los https://t.co/4dvlVFIty3,0,-5,
4276,4277,@sardesairajdeep @narendramodi Demonetization was also supposed to solve Kashmir problem <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>,0,-1,
4277,4278,@richa_singh @Kuttch_Wala price of stones went down after demonetization.,0,0,
4278,4279,@sanjivbhatt the fools even believed that Kashmiri youth risk life and limb to go stone pelting for a few rupees... https://t.co/7QZ3C7ZHbR,0,-4,
4279,4280,@ZeeBusiness @RBI only modi&amp;demonetization is responsible for all gapps?this is the worst condom position of market https://t.co/xJ2vOJ9F8C,0,-1,
4280,4281,@gauravintellect @Junaid_Mattu Hahaha google how much money was deposited in two days after demonetization,0,3,
4281,4282,"Evan Spiegel Snapchat.
India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually poor!

#Snapchat",0,0,
4282,4283,"@MrCreepyPasta0 That too, but the demonetization added to it.",0,0,
4283,4284,@MrCreepyPasta0 Stoopid YouTube demonetization -3-,0,0,
4284,4285,#NAME?,0,0,
4285,4286,@muglikar_ @adgpi why all these please once more #demonetization,0,1,
4286,4287,"Age-restriction I can understand, but the demonetization is dangerous. https://t.co/73JRH1WdQg",0,-4,
4287,4288,"@zerohedge Just returned back from India. Your analysis of demonetization in India is off the mark. Net net, impact https://t.co/oZ7KPDB5Zu",0,0,
4288,4289,"India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually poor! 
#Indians #evanspiegal 
#Snapchat",0,0,
4289,4290,Money flushed by indians down the drains during demonetization is more then the net worth of Snapchat inc. @Snap @Snapchat @snapchatsupport,0,2,
4290,4291,Wow effect of demonetization kudos to Modi government <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BD><ed><U+00B1><U+008C> https://t.co/ApWAu4ZCNz,0,7,
4291,4292,"@YRDeshmukh @CvoterIndia Higher income group .. most of them business background , despite demonetization ,increase in %",0,1,
4292,4293,@NeetuGarg6 @iSharmaPuneet @narendramodi No cash crunch .... demonetization works for BJP.....<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>,0,-1,
4293,4294,@NitKaif Well about Demonetization that is your opinion that you didn't find the step admirable but one cannot susp https://t.co/2UpeKxWE7k,0,0,
4294,4295,"Um.. fuck.
I just realized that ""Modi Ji"" will be using this demonetization thing as a way to increase public surveillance",0,-3,
4295,4296,"@prafullavadana Well here ppl don't like modi.
1. No spl package
2.As u know, AP ppl invest a lot in real estate.Tk https://t.co/SfoFcwpunj",0,1,
4296,4297,"@Snapchat India is so rich that Our pm @narendramodi  ji had to demonetization to find who is actually poor
@evanspiegel",0,0,
4297,4298,@madmanweb According to a certain IIT-an demonetization could even prevent ships from going missing around the Bermuda Triangle.,0,-2,
4298,4299,"Dear #Evanspiegel 
India is so rich, that PM Narendra Modi had to implement demonetization to find out who is actua https://t.co/D4XmJh17Ui",0,4,
4299,4300,"Wish to know the expenses of Modi road show at surat done by whom?

How was 500 cr hospital built?
Was it all white money ??#demonetization",0,1,
4300,4301,Early Lessons from India?s Demonetization Experiment https://t.co/HBPYHsijxS #SmallBusiness ?,0,0,
4301,4302,@tinabasetia demonetization https://t.co/NhHPAlvj8r,0,0,
4302,4303,"There's only one action akin to censorship related to the demonetization incident on YouTube, and it's that one blacklist.",0,0,
4303,4304,@JantaKaReporter without #DeMonetisation #demonetization and #CAG #Elections2014 2017 #audit what will #India https://t.co/CY58q768fE,0,0,
4304,4305,"Dear Evan Spiegel Snapchat.
India is so rich that PM Narendra Modi had to implement demonetization to find out who https://t.co/AcTekNG0mk",0,4,
4305,4306,"Both ""Free Speech Movement"" and Antifa are some kind of cointelpro youtubers pissed off about demonetization.",0,-3,
4306,4307,@sardesairajdeep After Demonetization Common Man was made to believe That All Black Money has been wiped out and he https://t.co/fZ23kYPMiS,0,0,
4307,4308,Demonetization of currency - Time Pass and Real Solution of Black Wealth. Sorry for... https://t.co/yzzf6hpqay https://t.co/xuPd9OyR6J,0,3,
4308,4309,"Dear  @Snapchat @snapchatsupport .
India is so rich that PM @narendramodi had to implement demonetization to find o https://t.co/r47gJIDkye",0,4,
4309,4310,"@rahulkanwal u said Stone-pelting reduced after demonetization , Isn't it ?

got payment to say that ?",0,0,
4310,4311,I added a video to a @YouTube playlist https://t.co/zFl7lnqU2X Demonetization of currency - Time Pass and Real Solution of Black,0,1,
4311,4312,"Dear @evanspiegel
Indiaa is so rich that PM Narendra Modi had to implement demonetization to find out who is actually poor..!
#snapchat<ed><U+00A0><U+00BD><ed><U+00B6><U+0095><ed><U+00A0><U+00BC><ed><U+00BF><U+00BF><ed><U+00A0><U+00BD><ed><U+00B6><U+0095><ed><U+00A0><U+00BC><ed><U+00BF><U+00BF>",0,2,
4312,4313,Participated in Manthan News paper 21st Annual day celebration -seminar on Demonetization  problem  opportunity at https://t.co/oBgKr4h7hR,0,3,
4313,4314,RBI is resp for Demonetization mess..Army &amp; Pak resp for Kashmir mess..Long live Bhakts logic,0,-4,
4314,4315,"Dear @evanspiegel .
India is so rich that PM Narendra Modi had to implement demonetization to find out who is actua https://t.co/SEIE4nouVe",0,4,
4315,4316,"@polsci7 Leadership is about using political capital to drive agenda which they are doing now on demonetization, moral vigilantism.",0,1,
4316,4317,@RanaAyyub @RazdanNidhi @mediacrooks maybe demonetization had a big effect on their funding in cash,0,1,
4317,4318,"Stop hating Snapchat's CEO. 
Think of d money recovered frm Demonetization &amp; its status.His cmnt ws bad bt v deserve it under PM Modi's rule",0,-7,
4318,4319,@ndtv @WeThePeopleNDTV @RahulEaswar @RiyaazAmlani #gauraksha #liquorban #beefban #demonetization 1984 2002 https://t.co/1KuXUsy5fa,0,0,
4319,4320,@SirJadeja people of sadji's delhi gave reply on demonetization by beating Modi's Gujarat https://t.co/X3M4kq7Ce0,0,-1,
4320,4321,Dear #evanspiegal India is so rich that PM #NarendraModi has to implement demonetization to find out  who is actually poor,0,2,
4321,4322,@YRDeshmukh Possibly funding drying up post Demonetization ehh. #Demo,0,0,
4322,4323,Internet got the confidence of all the journalists whose accounts were suddenly getting hacked during demonetization period. bloody frauds,0,-6,
4323,4324,#evanspiegel india is so rich that pm narendramodi  had tO implement demonetization to find out is actually poor!,0,0,
4324,4325,@AAPlogical @kapsology I guess u missed BJP's real estate business ... all those properties bought around demonetiz https://t.co/uz6eBNBwPC,0,-2,
4325,4326,@RoflGandhi_ Its was not demonetization its was hekdi of senior player dictatorship of captains.many are victims of https://t.co/PiMtn5FHv9,0,-3,
4326,4327,@narendramodi presently at surat roadshow. i appreciate your demonetization it is sure that indian rupee will gain its value in three years.,0,4,
4327,4328,@Onision Demonetization is not the same thing as intolerance. Due to the unreliability of the internet it's likely https://t.co/B3Yl2h29ZC,0,0,
4328,4329,@HumanistReport Congrats! But does this make you a bigger target for YT demonetization program?,0,2,
4329,4330,"@NSMlive Products are made and marketed to certain sectors. People outrage for small things. But mute on demonetization,aadhar.",0,-2,
4330,4331,"Killing Floor is a book that one can keep reading over &amp; over for so many reasons. Reading it post demonetization,there's a new aspect to it",0,-3,
4331,4332,@dhume @tavleen_singh Tavleen is getting it all wrong for sometime..Demonetization to anti-Romeo squard..Criticism needs to be objective,0,-5,
4332,4333,@nidhiMnidhi Will BJP tell how many transaction they made during demonetization?.Or they show up their bank details?,0,0,
4333,4334,We are so gareeb that PM Modi had to implement Demonetization to find out who is actually poor <ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>,0,-2,
4334,4335,"India is so rich that PM Narendra Modi had to implement demonetization to find out who is actually poor!

#BoycottSnapchat",0,0,
4335,4336,Please add judicial paralysis too. What happened to the cases against demonetization? https://t.co/g7rCoywLao,0,1,
4336,4337,"@winhax feel a video termination was incorrect, you are allowed to appeal it.

If you are talking about demonetizat https://t.co/fETxVGtlnq",0,0,
4337,4338,"Well, there were many economists too who ""explained"" the benefits of demonetization. https://t.co/2JAXyw0U90",0,2,
4338,4339,"Frnd- kha hai bro?
Me- line me hoon!
F- ab to demonetization bhi khtam hai??
Me- bc! Crush ki line me hoon! 1000th position pe!<ed><U+00A0><U+00BD><ed><U+00B8><U+0094><ed><U+00A0><U+00BD><ed><U+00B8><U+00BF>",0,-1,
4339,4340,"Another proof of complete failure of demonetization. Its from 1 Bank's 1 branch. Imagine the scale of total scam.

 https://t.co/zzthdwQBfY",0,-4,
4340,4341,"India is so rich that Our PM has to implement demonetization to find out the poor.
#Copied",0,0,
4341,4342,"Dr evan if u came Indian at d tym of demonetization, u could be milliner by searching our drains..
#Subi10 https://t.co/6c5PjS3Fon",0,0,
4342,4343,@CNNnews18 Jewellery stores ko 10cr each bjp khilya hai demonetization scam kr k when you fools r in bank lines,0,-4,
4343,4344,Demonetization - can it help curb #SexTrafficking in India? https://t.co/YJ6V9p47fi https://t.co/U02xfsyC8p,0,2,
4344,4345,Limited knowledge of almost everything abt India. All projections of @dhume  since 2013 incorrect including demonet https://t.co/sfmMYCMc69,0,-1,
4345,4346,"Dear @evanspiegel India is so rich that PM @narendramodi had to implement demonetization to find out who is actually poor <ed><U+00A0><U+00BD><ed><U+00B1><U+008D> 
#snapchatceo",0,2,
4346,4347,I liked a @YouTube video https://t.co/2aTAYf8OZA Youtube Demonetization se related 25 sawaal. <U+0968><U+096B> <U+0938><U+0935><U+093E><U+0932>,0,2,
4347,4348,India is poor because they threw money worth 10 times more than #Spanchat in Gutter during Demonetization   #boycottsnapchat,0,0,
4348,4349,"#digitalpayments up +23x after demonetization @NITIAayog @livemint  

https://t.co/qgMsf4PlqC https://t.co/xixlXjwPwr",0,0,
4349,4350,@SuvigyaP @madmanweb Dumb brain if DeMonetization dried up terrorists funds then how come they are growing fast in https://t.co/bVFr8HNIb4,0,-4,
4350,4351,What's happening with ATMs. So much cash crunch even after 150 days of demonetization.Why the finance babus doesn't https://t.co/OhCaBGhUCm,0,0,
4351,4352,We are so gareeb that PM Modi had to implement demonetization to find out who is actually poor. :) :),0,-2,
4352,4353,"Demonetization: Do you want poor illiterate ppl to use #digitalpayments ?
Stray Comment from unknown person: We are not poor. #Snapchat",0,-3,
4353,4354,Side effect of Demonetization #NoCash #ATM  @KotakBankLtd @MyIndusIndBank  @Synd_Bank @arunjaitley @narendramodi https://t.co/anqiE82f9L,0,0,
4354,4355,"As you have done the great job of demonetization hoping the same for this issue of RESERVED INDIA 
@narendramodi",0,5,
4355,4356,Stocks of a sector move in same direction because they act same. Now most banks want to do Spend Analysis. Trend. Demonetization Impact!,0,1,
4356,4357,@evanspiegel India is so rich tht  Shri @narendramodi had to implement demonetization to find out who is actually poor!    #buycottsnapchat,0,0,
